Player,Pos,Age,Tm,Team Wins,Overall Seed,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Saddiq Bey,SF,24,ATL,24,21,54,42,32.5,4.6,10.8,0.422,1.8,5.6,0.316,2.8,5.2,0.537,0.504,2.6,3.1,0.829,2.6,3.9,6.6,1.5,0.9,0.1,0.8,1.5,13.5,1757,13.1,0.554,0.52,0.291,8.3,13.6,10.9,5.9,1.3,0.4,6.4,16.4,2.4,0.4,2.9,0.078,0.1,-2,-1.9,0
Bogdan Bogdanović,SG,31,ATL,24,21,53,8,28.9,6,14,0.432,3.1,8.4,0.372,2.9,5.6,0.52,0.543,1.7,1.9,0.91,0.6,2.7,3.3,2.8,1.2,0.3,1.2,2.4,16.9,1534,15.1,0.571,0.598,0.135,2.2,10.3,6.1,13.8,2,0.8,7.4,22.7,2,0.6,2.6,0.08,1.1,-0.8,0.3,0.9
Kobe Bufkin,SG,20,ATL,24,21,5,0,5,0.6,2,0.3,0.4,1.4,0.286,0.2,0.6,0.333,0.4,0.2,0.4,0.5,0.4,0.8,1.2,0.2,0,0,0.2,0.2,1.8,25,5.8,0.414,0.7,0.2,8.3,18,12.9,5.1,0,0,8.4,19.5,0,0,0,-0.063,-4.2,-4.7,-8.9,0
Clint Capela,C,29,ATL,24,21,47,47,25.7,4.8,8.4,0.575,0,0,,4.8,8.4,0.575,0.575,1.8,2.8,0.649,4.8,5.8,10.6,1,0.6,1.5,0.9,2.4,11.5,1209,20.8,0.595,0,0.332,19.3,25.2,22.1,5.3,1.1,5.2,8.1,16.7,3,1.1,4.1,0.162,1.2,-1.3,-0.1,0.6
Bruno Fernando,C,25,ATL,24,21,18,1,8.9,1.5,2.8,0.529,0,0.2,0,1.5,2.7,0.563,0.529,1,1.7,0.6,0.9,2.2,3.1,0.4,0.2,0.6,0.4,1.4,4,161,15.4,0.561,0.059,0.588,10.3,27.9,18.8,5.9,0.9,5.4,11.1,18.4,0.1,0.2,0.3,0.088,-3.1,-0.5,-3.7,-0.1
Trent Forrest,SG,25,ATL,24,21,20,0,10.5,0.8,2.4,0.319,0.1,0.4,0.286,0.7,2,0.325,0.34,0.4,0.5,0.8,0.3,1.1,1.3,2.1,0.4,0.1,0.6,0.9,2,210,6.9,0.389,0.149,0.213,2.5,11.2,6.7,24.1,1.6,0.4,17.6,12.2,-0.1,0.1,0,-0.008,-5,-0.3,-5.3,-0.2
AJ Griffin,SF,20,ATL,24,21,18,0,7.3,0.7,2.5,0.289,0.5,1.8,0.273,0.2,0.7,0.333,0.389,0.1,0.1,1,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1,132,1.8,0.403,0.733,0.044,1.6,10.2,5.7,3.8,0.4,0.7,11.6,16.1,-0.3,0,-0.3,-0.101,-5.5,-3.4,-8.9,-0.2
Mouhamed Gueye,PF,21,ATL,24,21,2,0,2,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0.5,0,0,0.5,0,4,-0.6,0,1,0,0,0,0,0,11.8,0,0,10.2,0,0,0,-0.114,-12.7,3.6,-9.1,0
De'Andre Hunter,SF,26,ATL,24,21,31,24,28.4,5,10.6,0.47,2,4.7,0.421,3,5.9,0.508,0.563,3,3.4,0.894,0.6,3.2,3.8,1.3,0.8,0.4,1.5,2.8,14.9,881,13.1,0.618,0.442,0.317,2.2,12.7,7.3,6.4,1.3,1.1,10.7,19.5,1.1,0.3,1.3,0.071,-0.7,-1.3,-2,0
Jalen Johnson,SF,22,ATL,24,21,41,38,34,6.3,12,0.524,1.2,3.4,0.348,5.1,8.6,0.594,0.573,2,2.7,0.743,1.3,7.3,8.6,3.3,1.2,0.9,1.8,2.7,15.7,1394,15.8,0.598,0.282,0.222,4,24,13.6,13.6,1.7,2.2,11.8,17.9,1.6,1.1,2.7,0.095,0.1,0.6,0.7,1
Vit Krejci,PG,23,ATL,24,21,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.024,-8.2,-2.9,-11.1,0
Seth Lundy,SF,23,ATL,24,21,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0,0,0,0.1,0.7,1.6,52,0.1,0.373,0.765,0.235,2,13,7.3,0,0,0,5.1,15.6,-0.1,0,-0.1,-0.094,-7.8,-5.1,-12.9,-0.1
Garrison Mathews,SG,27,ATL,24,21,39,4,12.6,1.2,2.5,0.455,1,2.3,0.44,0.1,0.2,0.625,0.657,0.3,0.4,0.667,0.2,1,1.2,0.5,0.3,0.1,0.4,1.6,3.6,491,7,0.663,0.919,0.152,1.9,8.7,5.2,4.5,1,0.7,12.4,10.1,0.4,0,0.5,0.045,-3,-1,-4,-0.2
Wesley Matthews,SG,37,ATL,24,21,21,1,11,0.6,2.2,0.283,0.4,1.7,0.25,0.2,0.5,0.4,0.38,0.7,0.9,0.737,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.3,232,5.5,0.451,0.783,0.413,1.8,11.6,6.5,6.6,2,1.5,9.9,10.7,-0.1,0.1,0,0.008,-5.3,0.1,-5.2,-0.2
Patty Mills,PG,35,ATL,24,21,19,0,10.6,1,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0,0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,202,6.5,0.5,0.667,0,2.6,8.3,5.3,8.6,2.1,0.4,13.6,12,-0.1,0.1,0,0.003,-4.3,0.3,-4,-0.1
Dejounte Murray,SG,27,ATL,24,21,52,52,35,8.2,17.7,0.463,2.3,6.3,0.364,5.9,11.4,0.518,0.528,2.8,3.4,0.825,0.7,4.4,5.1,5.3,1.3,0.3,2.3,1.8,21.4,1820,16.7,0.56,0.356,0.193,2.1,14.2,7.9,22.8,1.7,0.8,10.7,25.1,2,0.7,2.7,0.073,1.3,-1,0.3,1.1
Onyeka Okongwu,C,23,ATL,24,21,53,8,25.8,4,6.6,0.61,0.4,1.2,0.338,3.6,5.4,0.671,0.641,1.7,2.2,0.8,2.7,4.3,7,1.3,0.4,1.1,0.8,3,10.2,1367,16.6,0.675,0.185,0.328,10.9,18.6,14.6,7,0.8,3.8,10.1,13.4,3.4,0.7,4.1,0.143,-0.1,-0.6,-0.7,0.4
Trae Young,PG,25,ATL,24,21,50,50,36.5,8.3,19.4,0.427,3.3,9,0.371,4.9,10.4,0.476,0.513,6.8,7.9,0.858,0.4,2.3,2.7,10.9,1.4,0.2,4.3,2.1,26.7,1826,20.4,0.583,0.464,0.407,1.3,7.1,4,44.3,1.8,0.5,15.9,30.5,3.9,0.4,4.3,0.113,5,-2.3,2.7,2.2
Oshae Brissett,SF,25,BOS,43,1,36,0,11.1,1.3,2.8,0.46,0.3,1.1,0.293,0.9,1.6,0.576,0.52,1,1.4,0.673,1,1.8,2.8,0.8,0.4,0.1,0.3,1,3.9,399,13.9,0.566,0.41,0.52,10.1,16.7,13.6,9.3,1.7,0.4,8.2,14.5,0.7,0.6,1.3,0.158,-1,1,-0.1,0.2
Jaylen Brown,SF,27,BOS,43,1,50,50,33.4,8.5,17.3,0.492,1.9,5.7,0.342,6.6,11.6,0.566,0.549,3,4.2,0.718,1.1,4.4,5.5,3.7,1.1,0.6,2.5,2.7,22,1670,17.4,0.574,0.328,0.242,3.7,13.2,8.7,17.4,1.6,1.5,11.5,27.9,1.4,2.4,3.8,0.109,0.2,0,0.3,0.9
JD Davison,SG,21,BOS,43,1,2,0,3,0,0.5,0,0,0.5,0,0,0,,0,1,1,1,0.5,0.5,1,0,0,0,0,0,1,6,15.2,0.532,1,2,18.6,16.9,17.7,0,0,0,0,13.5,0,0,0,0.204,-0.7,-1.5,-2.2,0
Sam Hauser,SF,26,BOS,43,1,54,6,21.5,2.8,6.3,0.443,2.2,5.4,0.412,0.6,0.9,0.638,0.62,0.3,0.3,0.882,0.6,2.7,3.4,1,0.4,0.2,0.5,1.3,8.1,1162,11.6,0.628,0.862,0.05,3.3,12.8,8.3,5.8,0.9,1,6.9,13.9,1.5,1.4,3,0.122,0.4,0.1,0.5,0.8
Jrue Holiday,PG,33,BOS,43,1,50,50,33.3,5,10.5,0.473,2.1,4.7,0.44,2.9,5.8,0.5,0.571,1.1,1.3,0.833,1.3,4.5,5.9,4.8,0.8,0.7,1.9,1.7,13.1,1665,14.2,0.591,0.445,0.125,4.5,13.7,9.3,19.2,1.2,1.9,14.4,16.8,2.2,2.3,4.5,0.13,0.8,1,1.8,1.6
Al Horford,C,37,BOS,43,1,45,22,27.2,3,6.2,0.484,1.6,4,0.409,1.3,2.1,0.625,0.617,0.4,0.4,0.85,1.2,5.5,6.7,2.9,0.6,1,0.7,1.5,8,1224,14.2,0.628,0.653,0.072,5.1,20.4,13.1,13.4,1,3.3,10.4,11.2,2.2,2,4.2,0.166,1.3,2.5,3.8,1.8
Luke Kornet,C,28,BOS,43,1,39,2,14.9,2.1,3.1,0.689,0,0,,2.1,3.1,0.689,0.689,0.7,0.8,0.879,1.9,2.1,4,0.9,0.4,1,0.4,1.4,4.9,581,18.7,0.723,0,0.277,14,14.3,14.2,7.7,1.3,6.1,11.3,11.2,1.8,1,2.8,0.231,0.8,2.3,3.1,0.7
Svi Mykhailiuk,SF,26,BOS,43,1,23,0,7.9,1,2.8,0.338,0.7,2.3,0.308,0.3,0.6,0.462,0.462,0.1,0.3,0.5,0.2,0.7,0.9,0.4,0.3,0,0.3,0.5,2.7,181,6.7,0.466,0.8,0.092,3.1,8.4,5.9,7.1,1.9,0,9.4,17.8,-0.2,0.2,0.1,0.014,-4.7,-0.5,-5.3,-0.2
Drew Peterson,PF,24,BOS,43,1,1,0,3,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,1,0,0,0,1,3,3,43.5,1.5,1,0,0,0,0,59.1,0,0,0,14.4,0,0,0,0.747,28.4,13.5,41.9,0
Kristaps Porziņģis,C,28,BOS,43,1,40,40,29.5,6.8,12.8,0.531,1.9,5,0.368,5,7.8,0.637,0.604,4.8,5.7,0.845,1.6,5.4,6.9,1.9,0.6,1.9,1.7,2.8,20.2,1181,22.8,0.662,0.393,0.441,5.9,18.4,12.5,9.8,1,5.5,9.9,24.8,3.4,2.1,5.5,0.222,3.2,1.6,4.9,2
Payton Pritchard,PG,26,BOS,43,1,55,0,20.7,2.9,6.7,0.435,1.7,4.5,0.38,1.2,2.2,0.55,0.564,0.5,0.7,0.811,0.9,2.3,3.2,2.8,0.4,0.1,0.6,1.3,8.1,1138,13.7,0.579,0.676,0.1,4.8,11.1,8.1,17.9,1,0.5,7.7,15.8,2.2,1.3,3.5,0.147,0.7,0.2,0.9,0.8
Neemias Queta,C,24,BOS,43,1,23,0,12.3,2.1,3.5,0.613,0,0,,2.1,3.5,0.613,0.613,0.7,0.9,0.75,1.9,2.5,4.4,0.5,0.4,0.6,0.4,2,4.9,283,19.3,0.636,0,0.25,17.4,20.8,19.1,5.4,1.7,4.4,9.2,14.9,0.8,0.6,1.3,0.225,-1.1,0.6,-0.5,0.1
Jayson Tatum,PF,25,BOS,43,1,52,52,35.8,9.3,19.5,0.475,3.1,8.4,0.363,6.2,11,0.561,0.554,5.6,6.8,0.824,0.9,7.7,8.6,4.8,1,0.6,2.5,2,27.1,1860,22.3,0.605,0.433,0.348,2.8,21.7,12.7,21,1.4,1.5,10,30.1,4.2,3.1,7.3,0.189,4.4,1,5.4,3.4
Jordan Walsh,SF,19,BOS,43,1,4,0,8.3,0.3,1.3,0.2,0,0.8,0,0.3,0.5,0.5,0.2,0,0,,0.5,2.3,2.8,0.5,0.5,0.3,0.5,1.3,0.5,33,3.9,0.2,0.6,0,6.8,27.6,17.7,7,3,2.7,28.6,9.1,-0.1,0.1,0,-0.001,-9.3,3.7,-5.6,0
Derrick White,SG,29,BOS,43,1,51,51,32.3,5.4,11.7,0.462,2.7,6.7,0.397,2.7,5,0.551,0.576,2.1,2.3,0.891,0.6,3.3,3.9,4.7,1,1.2,1.6,2.2,15.6,1646,16.4,0.611,0.575,0.199,2.2,10.2,6.4,20.1,1.5,3.2,11.3,19.2,3.1,2.4,5.5,0.161,1.9,1.4,3.3,2.2
Keita Bates-Diop,SF,28,BRK,21,23,2,0,8,2,2.5,0.8,0.5,0.5,1,1.5,2,0.75,0.9,0,0,,0,0.5,0.5,0,0.5,0,0.5,0,4.5,16,18.9,0.9,0.2,0,0,7,3.4,0,3.1,0,16.7,16.1,0,0,0,0.103,3,0.1,3.1,0
Mikal Bridges,SF,27,BRK,21,23,54,54,35.2,7.6,16.9,0.452,2.6,6.9,0.371,5.1,10,0.508,0.528,3.9,4.6,0.829,0.8,4,4.9,3.7,0.9,0.4,2.2,1.6,21.7,1900,16,0.573,0.408,0.276,2.5,12.8,7.5,16.1,1.3,1.1,10.5,25.8,1.6,1.2,2.8,0.072,1.2,-1.2,0,1
Armoni Brooks,PG,25,BRK,21,23,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,104,8.1,0.448,0.696,0.043,7.1,11.8,9.4,6.7,0.5,0.9,6,20.6,-0.1,0,-0.1,-0.025,-2.1,-3.7,-5.8,-0.1
Nic Claxton,C,24,BRK,21,23,44,44,29.4,5.3,8.5,0.625,0,0.1,0.25,5.3,8.5,0.629,0.626,1.5,2.6,0.57,2.9,7.3,10.2,1.9,0.6,2.3,1.2,2.5,12.2,1294,19.5,0.629,0.011,0.303,10.4,27.6,18.7,9.4,1.1,6.9,10.7,15.8,2.3,1.9,4.2,0.157,0,1.4,1.4,1.1
Noah Clowney,PF,19,BRK,21,23,7,0,9.9,1.6,2.6,0.611,0.1,0.6,0.25,1.4,2,0.714,0.639,0.9,0.9,1,0.9,1,1.9,0.9,0,0.1,0.4,0.7,4.1,69,16,0.703,0.222,0.333,9.1,11.3,10.2,12.3,0,1.3,12.7,14.7,0.2,0,0.2,0.146,0.2,-2.1,-1.9,0
Dorian Finney-Smith,PF,30,BRK,21,23,45,34,28.1,3.2,7.8,0.409,2,5.3,0.376,1.2,2.5,0.478,0.536,0.4,0.6,0.654,1.6,3,4.6,1.4,0.7,0.6,0.8,2.3,8.7,1265,9.9,0.542,0.677,0.074,6.1,11.9,8.9,6.7,1.3,2,8.6,13.4,0.7,0.9,1.5,0.058,-1.7,-0.4,-2.1,0
Harry Giles,C,25,BRK,21,23,16,0,5.1,1.4,2.8,0.5,0.2,0.7,0.273,1.2,2.1,0.576,0.534,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,81,18.2,0.543,0.25,0.295,15.5,19.3,17.4,12.5,0.6,3.3,10.8,29.5,0,0.1,0.1,0.063,-1.1,-1.7,-2.8,0
Cameron Johnson,PF,27,BRK,21,23,41,40,28.2,5,11.1,0.455,2.4,6.1,0.4,2.6,5,0.522,0.565,1.1,1.6,0.734,1.1,3.6,4.7,2.6,0.8,0.3,1,1.9,13.7,1156,14.5,0.581,0.549,0.141,4,14.3,9,13.5,1.4,0.9,7.6,19.4,1.4,0.8,2.2,0.093,1.1,-0.7,0.4,0.7
Keon Johnson,SG,21,BRK,21,23,3,0,15.7,2,5.3,0.375,1.3,2.7,0.5,0.7,2.7,0.25,0.5,2.7,2.7,1,0.7,0.7,1.3,1,1,0.3,1,1,8,47,15.4,0.615,0.5,0.5,4.5,4.8,4.6,8.6,3.1,1.9,13.3,20.6,0.1,0,0.1,0.112,0.5,-0.3,0.2,0
Dariq Whitehead,SF,19,BRK,21,23,2,0,12,0.5,2.5,0.2,0,1.5,0,0.5,1,0.5,0.2,0.5,1,0.5,0,2,2,1.5,0,0.5,0,0,1.5,24,4.8,0.255,0.6,0.4,0,18.6,9,15.2,0,3.7,0,10.5,0,0,0,-0.035,-5.5,-2.4,-7.9,0
Dennis Schröder,PG,30,BRK,21,23,3,1,25.3,3.7,10.3,0.355,1.7,4.3,0.385,2,6,0.333,0.435,0.3,1,0.333,0,3.7,3.7,5.3,0,0,2,2,9.3,76,6.2,0.433,0.419,0.097,0,16.2,7.8,29.2,0,0,15.7,21.6,-0.1,0,-0.1,-0.063,-5.4,-3.7,-9.1,-0.1
Day'Ron Sharpe,C,22,BRK,21,23,39,1,15.7,2.9,5.1,0.581,0.1,0.2,0.25,2.9,4.9,0.595,0.586,1.5,2.4,0.63,2.7,4.1,6.8,1.4,0.5,0.8,1,2.3,7.4,614,21.5,0.608,0.04,0.465,18.3,28.8,23.4,13.4,1.4,4.7,14.1,19.4,1.4,0.9,2.3,0.177,0.4,0.6,1,0.5
Ben Simmons,PG,27,BRK,21,23,12,10,25.7,3.2,5.3,0.594,0,0,,3.2,5.3,0.594,0.594,0.5,1.2,0.429,2.3,6.2,8.4,6.5,0.8,0.7,2.1,2.7,6.8,308,16.4,0.584,0,0.219,9.2,26.8,17.7,34.1,1.4,2.3,26.3,13.3,0.4,0.4,0.8,0.128,-0.4,2.7,2.2,0.3
Dennis Smith Jr.,PG,26,BRK,21,23,38,1,20,2.9,6.6,0.44,0.5,1.9,0.274,2.4,4.7,0.508,0.48,0.8,1.1,0.78,1.1,2.3,3.3,4,1.2,0.3,1.2,2.3,7.2,759,14,0.507,0.29,0.163,5.5,12.8,9.1,27.8,3,1.2,14.8,17.9,0.5,0.8,1.3,0.082,-2.1,1.8,-0.3,0.3
Cam Thomas,SG,22,BRK,21,23,45,30,29.7,7.6,17.3,0.439,2,5.6,0.364,5.6,11.8,0.474,0.497,3.9,4.7,0.839,0.4,2.5,2.8,2.6,0.7,0.3,1.8,2.1,21.2,1336,15.2,0.546,0.321,0.271,1.3,9.3,5.1,14.4,1.2,0.8,8.5,30.6,0.3,0.7,1,0.034,-0.4,-2.1,-2.4,-0.1
Lonnie Walker IV,SG,25,BRK,21,23,34,0,18.1,4.2,8.9,0.474,2.1,4.8,0.433,2.1,4.1,0.522,0.591,1,1.4,0.761,0.3,1.8,2.1,1.6,0.7,0.3,1,1.2,11.5,616,16.8,0.608,0.543,0.152,1.5,11.1,6.1,13.6,1.9,1.5,9.8,24.9,0.6,0.5,1.1,0.084,2.1,-0.6,1.5,0.6
Trendon Watford,PF,23,BRK,21,23,38,0,12.1,2.4,4.4,0.542,0.3,0.9,0.382,2,3.5,0.583,0.581,0.9,1,0.872,0.8,1.8,2.7,1.4,0.4,0.2,0.7,1.6,6,459,17.3,0.62,0.205,0.235,7.3,17,12,17.9,1.6,1.8,12.4,19.5,0.9,0.4,1.3,0.134,0.1,0.7,0.8,0.3
Jalen Wilson,PF,23,BRK,21,23,16,1,14.6,1.9,3.8,0.5,0.7,1.3,0.524,1.2,2.4,0.487,0.592,1.1,1.2,0.895,1.2,1.4,2.6,1.3,0.3,0.1,0.3,1.1,5.5,234,15.1,0.644,0.35,0.317,8.5,11,9.7,11.6,1,0.4,5.5,13.3,0.6,0.1,0.8,0.155,1.3,-1,0.3,0.1
Onuralp Bitim,SG,24,CHI,26,19,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,3,0,,,,0,0,0,0,0,0,,0,0,0,0,0.002,-7.3,-3.5,-10.8,0
Jevon Carter,PG,28,CHI,26,19,52,0,13.7,2,5.3,0.371,1.2,3.4,0.337,0.8,1.9,0.433,0.48,0.1,0.1,0.6,0.1,0.7,0.8,1.2,0.5,0.2,0.6,1.1,5.1,710,8,0.482,0.647,0.018,0.8,5.5,3.1,12.1,1.9,1.7,9.5,19,-0.6,0.6,0,-0.002,-3.7,-0.6,-4.3,-0.4
Alex Caruso,SG,29,CHI,26,19,47,34,27.1,3.4,7.1,0.482,1.7,4.3,0.401,1.7,2.8,0.606,0.603,1.2,1.6,0.781,1,2.8,3.8,2.8,1.4,1.2,1.4,2.5,9.8,1274,14.6,0.628,0.605,0.219,4,12,7.9,14.3,2.5,4.4,15.1,14.9,1.5,1.7,3.2,0.121,0.3,2.3,2.5,1.4
Torrey Craig,SF,33,CHI,26,19,33,8,21,2.2,5.1,0.425,1.1,3,0.374,1,2.1,0.5,0.536,0.6,0.8,0.778,1.7,3.1,4.7,1.1,0.6,0.5,0.6,2.3,6.1,694,11.4,0.559,0.593,0.162,8.7,16.7,12.6,6.9,1.4,2.2,9.6,12.5,0.7,0.7,1.4,0.1,-1.8,0,-1.8,0
DeMar DeRozan,SF,34,CHI,26,19,53,53,37.7,7.8,16.6,0.472,0.9,2.8,0.333,6.9,13.8,0.499,0.499,6.1,7.2,0.852,0.6,3.5,4.1,5.2,1.2,0.6,1.5,2.2,22.7,1996,18.7,0.574,0.167,0.431,1.7,10.6,6.1,21.5,1.5,1.7,7.1,24.8,4.2,1.7,5.9,0.142,1.4,-0.1,1.3,1.6
Ayo Dosunmu,SG,24,CHI,26,19,53,14,25.5,3.9,7.8,0.505,1.4,3.3,0.417,2.6,4.5,0.569,0.593,0.9,1.1,0.767,0.6,1.9,2.5,2.3,0.8,0.5,1.1,2.1,10.1,1349,12.7,0.61,0.423,0.145,2.8,8.4,5.5,12.9,1.5,1.9,11.6,16.2,1.4,1.1,2.5,0.089,-1.1,-0.1,-1.2,0.3
Andre Drummond,C,30,CHI,26,19,55,9,16.7,3.3,5.9,0.557,0,0.1,0,3.3,5.9,0.562,0.557,1.5,2.6,0.556,3.4,5.3,8.6,0.5,1.1,0.6,1.1,1.7,8.1,919,23.2,0.569,0.009,0.44,22,36.2,28.9,4.6,3.3,3.9,13.3,21.6,1.3,2,3.3,0.172,0.5,-0.2,0.3,0.5
Zach LaVine,SG,28,CHI,26,19,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,872,15.1,0.578,0.449,0.274,1,15.9,8.3,17,1.2,0.9,11,23.9,0.7,0.8,1.5,0.083,0.7,-0.6,0.1,0.5
Julian Phillips,SF,20,CHI,26,19,30,0,6.6,0.6,1.5,0.4,0.2,0.8,0.217,0.4,0.7,0.591,0.456,0.2,0.4,0.545,0.2,0.4,0.6,0.3,0,0.2,0.2,1,1.6,198,3.8,0.472,0.511,0.244,3.3,7.5,5.4,5.3,0.3,3.1,12.3,12.6,-0.1,0.1,0,-0.008,-7.1,-1,-8.1,-0.3
Adama Sanogo,PF,21,CHI,26,19,3,0,3.7,1,1,1,0,0,,1,1,1,1,0.7,1,0.667,0.7,1.3,2,0,0,0,0.3,0,2.7,11,32.6,0.926,0,1,19.9,41.7,30.5,0,0,0,18.8,21.3,0.1,0,0.1,0.284,9,1.7,10.7,0
Terry Taylor,PF,24,CHI,26,19,18,0,7.3,0.8,1.6,0.536,0.1,0.4,0.143,0.8,1.2,0.667,0.554,0.1,0.1,1,0.8,0.7,1.5,0.3,0.2,0.1,0.4,0.7,1.8,131,9.9,0.563,0.25,0.036,11.7,11.4,11.5,6.2,1.5,1.6,19.8,11.9,0,0.1,0.2,0.059,-3.8,0,-3.8,-0.1
Dalen Terry,SG,21,CHI,26,19,35,1,10,0.9,2.2,0.395,0.3,1.2,0.233,0.6,0.9,0.606,0.461,0.5,0.6,0.727,0.3,1.3,1.6,1.2,0.3,0.2,0.5,1.3,2.5,351,8.4,0.502,0.566,0.289,3.4,15,9.1,15.9,1.4,2.3,16.6,12.9,0,0.4,0.4,0.05,-4.3,1.1,-3.3,-0.1
Nikola Vučević,C,33,CHI,26,19,50,48,34.4,7.4,15.8,0.471,1.1,4.1,0.275,6.3,11.6,0.541,0.508,1.4,1.7,0.857,2.7,7.9,10.6,3.4,0.7,0.9,1.5,2.6,17.5,1722,17.3,0.528,0.262,0.106,8.5,26.2,17.2,15.5,1,2.6,8.1,23,1.4,2.2,3.6,0.1,0.4,-0.4,0,0.9
Coby White,PG,23,CHI,26,19,55,55,36.3,7,15.1,0.463,2.9,7.2,0.397,4.1,7.9,0.523,0.558,2.7,3.3,0.824,0.5,4.2,4.7,5.3,0.7,0.2,2.2,2.3,19.6,1996,15.4,0.591,0.475,0.219,1.6,13.3,7.3,21.9,0.9,0.7,11.8,22.8,2.6,1.5,4,0.096,1.3,-1,0.3,1.1
Patrick Williams,PF,22,CHI,26,19,43,30,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2,10,1174,11,0.553,0.412,0.184,4.3,11.7,7.9,7.8,1.7,2.9,12.8,16.7,0.1,1.2,1.3,0.053,-2.3,0,-2.3,-0.1
Amari Bailey,PG,19,CHO,13,27,3,0,5,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0.3,0.7,0.5,0.7,0,0.7,0.3,0,0,0.3,0,1.7,15,2.1,0.317,0.429,0.286,14.3,0,7.5,9.3,0,0,11.3,25.7,-0.1,0,-0.1,-0.225,-6.4,-6.9,-13.3,0
LaMelo Ball,PG,22,CHO,13,27,22,22,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6,23.9,711,20.6,0.561,0.466,0.246,4.4,13.9,8.9,41.9,2.7,0.5,15,33.7,0.5,0.5,1,0.069,3.6,-0.6,3,0.9
Dāvis Bertāns,PF,31,CHO,13,27,3,0,12,1.7,5,0.333,1.7,5,0.333,0,0,,0.5,0,0,,0,1,1,0.7,0.7,0,0,1,5,36,9.8,0.5,1,0,0,9.8,4.7,7.8,2.7,0,0,18.1,0,0,0,0.028,-2,0.4,-1.6,0
Leaky Black,SF,24,CHO,13,27,22,3,9.9,0.8,1.8,0.436,0.3,0.7,0.467,0.5,1.1,0.417,0.526,0.4,0.6,0.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3,218,9.9,0.554,0.385,0.359,3.9,16.2,9.8,10.7,1.1,2.5,10,10,0.2,0.1,0.3,0.061,-3.2,-0.3,-3.5,-0.1
James Bouknight,SG,23,CHO,13,27,14,0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,81,15.7,0.597,0.732,0.049,1.3,11.6,6.2,11.8,0.6,1.1,4.6,23.6,0.1,0,0.1,0.062,4.3,-2.2,2,0.1
Miles Bridges,SF,25,CHO,13,27,43,41,37,8.2,17.7,0.464,2.4,6.6,0.371,5.7,11.1,0.519,0.533,2.7,3.2,0.86,0.9,6.3,7.1,3.4,1.1,0.6,2,1.9,21.5,1593,16.1,0.565,0.373,0.179,2.6,19.9,10.8,14.6,1.4,1.4,9.3,24.6,0.8,0.9,1.7,0.051,0.5,-1,-0.5,0.6
Seth Curry,SG,33,CHO,13,27,3,0,18.7,4,7.3,0.545,1.3,4,0.333,2.7,3.3,0.8,0.636,0.7,0.7,1,0.3,1,1.3,1.3,1,0.3,0.3,0,10,56,19.1,0.656,0.545,0.091,1.9,6.3,4,11.3,2.6,1.6,4.2,18.5,0.1,0,0.2,0.131,2.2,2.3,4.4,0.1
